line_number,timestamp,hostname,service,event_type,severity,source_ip,username,raw
949,Jul  8 04:04:19,combo,su(pam_unix),Session Closed,INFO,,cyrus,Jul  8 04:04:19 combo su(pam_unix)[14943]: session closed for user cyrus
951,Jul  8 04:12:07,combo,su(pam_unix),Session Opened,INFO,,news,Jul  8 04:12:07 combo su(pam_unix)[19593]: session opened for user news by (uid=0)
952,Jul  8 04:12:08,combo,su(pam_unix),Session Closed,INFO,,news,Jul  8 04:12:08 combo su(pam_unix)[19593]: session closed for user news
953,Jul  8 20:14:55,combo,sshd(pam_unix),Auth Failure,HIGH,212.0.132.20,test,Jul  8 20:14:55 combo sshd(pam_unix)[20963]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=212.0.132.20  user=test
954,Jul  8 20:14:56,combo,sshd(pam_unix),Auth Failure,HIGH,212.0.132.20,test,Jul  8 20:14:56 combo sshd(pam_unix)[20969]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=212.0.132.20  user=test
955,Jul  8 20:14:56,combo,sshd(pam_unix),Auth Failure,HIGH,212.0.132.20,test,Jul  8 20:14:56 combo sshd(pam_unix)[20968]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=212.0.132.20  user=test
956,Jul  8 20:14:56,combo,sshd(pam_unix),Auth Failure,HIGH,212.0.132.20,test,Jul  8 20:14:56 combo sshd(pam_unix)[20964]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=212.0.132.20  user=test
957,Jul  9 04:04:23,combo,su(pam_unix),Session Opened,INFO,,cyrus,Jul  9 04:04:23 combo su(pam_unix)[21991]: session opened for user cyrus by (uid=0)
958,Jul  9 04:04:24,combo,su(pam_unix),Session Closed,INFO,,cyrus,Jul  9 04:04:24 combo su(pam_unix)[21991]: session closed for user cyrus
960,Jul  9 04:10:11,combo,su(pam_unix),Session Opened,INFO,,news,Jul  9 04:10:11 combo su(pam_unix)[22368]: session opened for user news by (uid=0)
961,Jul  9 04:10:12,combo,su(pam_unix),Session Closed,INFO,,news,Jul  9 04:10:12 combo su(pam_unix)[22368]: session closed for user news
1026,Jul  9 19:34:06,combo,sshd(pam_unix),Auth Failure,HIGH,p15105218.pureserver.info,root,Jul  9 19:34:06 combo sshd(pam_unix)[23780]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root
1027,Jul  9 19:34:06,combo,sshd(pam_unix),Auth Failure,HIGH,p15105218.pureserver.info,root,Jul  9 19:34:06 combo sshd(pam_unix)[23781]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root
1028,Jul  9 19:34:06,combo,sshd(pam_unix),Auth Failure,HIGH,p15105218.pureserver.info,root,Jul  9 19:34:06 combo sshd(pam_unix)[23784]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root
1029,Jul  9 19:34:07,combo,sshd(pam_unix),Auth Failure,HIGH,p15105218.pureserver.info,root,Jul  9 19:34:07 combo sshd(pam_unix)[23786]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root
1030,Jul  9 19:34:09,combo,sshd(pam_unix),Auth Failure,HIGH,p15105218.pureserver.info,root,Jul  9 19:34:09 combo sshd(pam_unix)[23788]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root
1031,Jul  9 19:34:09,combo,sshd(pam_unix),Auth Failure,HIGH,p15105218.pureserver.info,root,Jul  9 19:34:09 combo sshd(pam_unix)[23790]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root
1032,Jul  9 19:34:10,combo,sshd(pam_unix),Auth Failure,HIGH,p15105218.pureserver.info,root,Jul  9 19:34:10 combo sshd(pam_unix)[23792]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root
1033,Jul  9 19:34:12,combo,sshd(pam_unix),Auth Failure,HIGH,p15105218.pureserver.info,root,Jul  9 19:34:12 combo sshd(pam_unix)[23794]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root
1034,Jul  9 19:34:13,combo,sshd(pam_unix),Auth Failure,HIGH,p15105218.pureserver.info,root,Jul  9 19:34:13 combo sshd(pam_unix)[23796]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root
1035,Jul  9 19:34:14,combo,sshd(pam_unix),Auth Failure,HIGH,p15105218.pureserver.info,root,Jul  9 19:34:14 combo sshd(pam_unix)[23798]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root
1082,Jul 10 04:04:31,combo,su(pam_unix),Session Opened,INFO,,cyrus,Jul 10 04:04:31 combo su(pam_unix)[24898]: session opened for user cyrus by (uid=0)
1083,Jul 10 04:04:32,combo,su(pam_unix),Session Closed,INFO,,cyrus,Jul 10 04:04:32 combo su(pam_unix)[24898]: session closed for user cyrus
1088,Jul 10 04:10:47,combo,su(pam_unix),Session Opened,INFO,,news,Jul 10 04:10:47 combo su(pam_unix)[26353]: session opened for user news by (uid=0)
1089,Jul 10 04:10:47,combo,su(pam_unix),Session Closed,INFO,,news,Jul 10 04:10:47 combo su(pam_unix)[26353]: session closed for user news
1136,Jul 10 16:01:43,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:01:43 combo sshd(pam_unix)[30530]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1137,Jul 10 16:01:44,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:01:44 combo sshd(pam_unix)[30532]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1138,Jul 10 16:01:45,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:01:45 combo sshd(pam_unix)[30534]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1139,Jul 10 16:01:45,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:01:45 combo sshd(pam_unix)[30535]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1140,Jul 10 16:01:46,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:01:46 combo sshd(pam_unix)[30536]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1141,Jul 10 16:01:47,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:01:47 combo sshd(pam_unix)[30540]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1142,Jul 10 16:01:48,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:01:48 combo sshd(pam_unix)[30542]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1143,Jul 10 16:01:48,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:01:48 combo sshd(pam_unix)[30544]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1144,Jul 10 16:01:48,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:01:48 combo sshd(pam_unix)[30546]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1145,Jul 10 16:01:49,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:01:49 combo sshd(pam_unix)[30548]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1146,Jul 10 16:01:56,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:01:56 combo sshd(pam_unix)[30550]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1147,Jul 10 16:01:57,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:01:57 combo sshd(pam_unix)[30552]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1148,Jul 10 16:01:58,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:01:58 combo sshd(pam_unix)[30554]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1149,Jul 10 16:01:58,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:01:58 combo sshd(pam_unix)[30555]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1150,Jul 10 16:01:59,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:01:59 combo sshd(pam_unix)[30558]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1151,Jul 10 16:01:59,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:01:59 combo sshd(pam_unix)[30560]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1152,Jul 10 16:02:01,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:02:01 combo sshd(pam_unix)[30562]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1153,Jul 10 16:02:01,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:02:01 combo sshd(pam_unix)[30564]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1154,Jul 10 16:02:01,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:02:01 combo sshd(pam_unix)[30566]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1155,Jul 10 16:02:02,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:02:02 combo sshd(pam_unix)[30568]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1156,Jul 10 16:02:08,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:02:08 combo sshd(pam_unix)[30570]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1157,Jul 10 16:02:09,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:02:09 combo sshd(pam_unix)[30572]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1158,Jul 10 16:02:10,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:02:10 combo sshd(pam_unix)[30574]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1159,Jul 10 16:02:10,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:02:10 combo sshd(pam_unix)[30575]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1160,Jul 10 16:02:12,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:02:12 combo sshd(pam_unix)[30580]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1161,Jul 10 16:02:12,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:02:12 combo sshd(pam_unix)[30578]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1162,Jul 10 16:02:13,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:02:13 combo sshd(pam_unix)[30582]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1163,Jul 10 16:02:14,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:02:14 combo sshd(pam_unix)[30584]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1164,Jul 10 16:02:14,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:02:14 combo sshd(pam_unix)[30585]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1165,Jul 10 16:02:14,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:02:14 combo sshd(pam_unix)[30588]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1166,Jul 10 16:02:21,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:02:21 combo sshd(pam_unix)[30590]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1167,Jul 10 16:02:21,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:02:21 combo sshd(pam_unix)[30592]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1168,Jul 10 16:02:23,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:02:23 combo sshd(pam_unix)[30595]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1169,Jul 10 16:02:23,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:02:23 combo sshd(pam_unix)[30594]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1170,Jul 10 16:02:24,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:02:24 combo sshd(pam_unix)[30598]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1171,Jul 10 16:02:25,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:02:25 combo sshd(pam_unix)[30599]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1172,Jul 10 16:02:26,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:02:26 combo sshd(pam_unix)[30602]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1173,Jul 10 16:02:27,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:02:27 combo sshd(pam_unix)[30604]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1174,Jul 10 16:02:27,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:02:27 combo sshd(pam_unix)[30605]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1175,Jul 10 16:02:27,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:02:27 combo sshd(pam_unix)[30607]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1176,Jul 10 16:02:33,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:02:33 combo sshd(pam_unix)[30610]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1177,Jul 10 16:02:34,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:02:34 combo sshd(pam_unix)[30612]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1178,Jul 10 16:02:35,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:02:35 combo sshd(pam_unix)[30614]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1179,Jul 10 16:02:35,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:02:35 combo sshd(pam_unix)[30615]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1180,Jul 10 16:02:36,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:02:36 combo sshd(pam_unix)[30618]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1181,Jul 10 16:02:37,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:02:37 combo sshd(pam_unix)[30620]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1182,Jul 10 16:02:39,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:02:39 combo sshd(pam_unix)[30622]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1183,Jul 10 16:02:39,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:02:39 combo sshd(pam_unix)[30624]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1184,Jul 10 16:02:40,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:02:40 combo sshd(pam_unix)[30625]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1185,Jul 10 16:02:40,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:02:40 combo sshd(pam_unix)[30628]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1186,Jul 10 16:02:45,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:02:45 combo sshd(pam_unix)[30630]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1187,Jul 10 16:02:46,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:02:46 combo sshd(pam_unix)[30632]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1188,Jul 10 16:02:47,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:02:47 combo sshd(pam_unix)[30634]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1189,Jul 10 16:02:47,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:02:47 combo sshd(pam_unix)[30635]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1190,Jul 10 16:02:49,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:02:49 combo sshd(pam_unix)[30638]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1191,Jul 10 16:02:50,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:02:50 combo sshd(pam_unix)[30640]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1192,Jul 10 16:02:52,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:02:52 combo sshd(pam_unix)[30642]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1193,Jul 10 16:02:52,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:02:52 combo sshd(pam_unix)[30644]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1194,Jul 10 16:02:52,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:02:52 combo sshd(pam_unix)[30645]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1195,Jul 10 16:02:53,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:02:53 combo sshd(pam_unix)[30647]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1196,Jul 10 16:02:57,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:02:57 combo sshd(pam_unix)[30650]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1197,Jul 10 16:02:58,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:02:58 combo sshd(pam_unix)[30652]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1198,Jul 10 16:03:00,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:03:00 combo sshd(pam_unix)[30654]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1199,Jul 10 16:03:00,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:03:00 combo sshd(pam_unix)[30655]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1200,Jul 10 16:03:01,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:03:01 combo sshd(pam_unix)[30658]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1201,Jul 10 16:03:03,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:03:03 combo sshd(pam_unix)[30660]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1202,Jul 10 16:03:05,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:03:05 combo sshd(pam_unix)[30662]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1203,Jul 10 16:03:05,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:03:05 combo sshd(pam_unix)[30665]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1204,Jul 10 16:03:05,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:03:05 combo sshd(pam_unix)[30664]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1205,Jul 10 16:03:05,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:03:05 combo sshd(pam_unix)[30666]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1206,Jul 10 16:03:10,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:03:10 combo sshd(pam_unix)[30670]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1207,Jul 10 16:03:11,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:03:11 combo sshd(pam_unix)[30672]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1208,Jul 10 16:03:12,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:03:12 combo sshd(pam_unix)[30675]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1209,Jul 10 16:03:12,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:03:12 combo sshd(pam_unix)[30674]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1210,Jul 10 16:03:13,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:03:13 combo sshd(pam_unix)[30678]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1211,Jul 10 16:03:16,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:03:16 combo sshd(pam_unix)[30680]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1212,Jul 10 16:03:18,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:03:18 combo sshd(pam_unix)[30682]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1213,Jul 10 16:03:18,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:03:18 combo sshd(pam_unix)[30684]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1214,Jul 10 16:03:18,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:03:18 combo sshd(pam_unix)[30685]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1215,Jul 10 16:03:18,combo,sshd(pam_unix),Auth Failure,HIGH,150.183.249.110,root,Jul 10 16:03:18 combo sshd(pam_unix)[30686]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root
1216,Jul 10 16:33:01,combo,sshd(pam_unix),Auth Failure,HIGH,211.214.161.141,root,Jul 10 16:33:01 combo sshd(pam_unix)[30725]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.214.161.141  user=root
1217,Jul 10 16:33:01,combo,sshd(pam_unix),Auth Failure,HIGH,211.214.161.141,root,Jul 10 16:33:01 combo sshd(pam_unix)[30729]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.214.161.141  user=root
1218,Jul 10 16:33:02,combo,sshd(pam_unix),Auth Failure,HIGH,211.214.161.141,root,Jul 10 16:33:02 combo sshd(pam_unix)[30731]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.214.161.141  user=root
1219,Jul 10 16:33:02,combo,sshd(pam_unix),Auth Failure,HIGH,211.214.161.141,root,Jul 10 16:33:02 combo sshd(pam_unix)[30732]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.214.161.141  user=root
1220,Jul 10 16:33:02,combo,sshd(pam_unix),Auth Failure,HIGH,211.214.161.141,root,Jul 10 16:33:02 combo sshd(pam_unix)[30734]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.214.161.141  user=root
1221,Jul 10 16:33:03,combo,sshd(pam_unix),Auth Failure,HIGH,211.214.161.141,root,Jul 10 16:33:03 combo sshd(pam_unix)[30739]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.214.161.141  user=root
1222,Jul 10 16:33:03,combo,sshd(pam_unix),Auth Failure,HIGH,211.214.161.141,root,Jul 10 16:33:03 combo sshd(pam_unix)[30737]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.214.161.141  user=root
1223,Jul 10 16:33:04,combo,sshd(pam_unix),Auth Failure,HIGH,211.214.161.141,root,Jul 10 16:33:04 combo sshd(pam_unix)[30740]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.214.161.141  user=root
